Order Qty (cases),List Type,SKU/MBLL Item Number,UPC/GTIN,Supplier,Brand,Type,Sub-Type,Description1,THC range,CBD range,Unit Vol/Size,Unit of Measure,Unit Price,Units Per Case,Case Price,Product Notifications
,CANNABIS AVAILABLE,44405,628242201001,AURORA CANNABIS ENTERPRISES (VANCOU,WHISTLER CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,ORGANIC ACAPULCO GOLD,170 - 230 mg/g,.0003 - 10 mg/g,3.5,g,35.56,12,426.72, 
,CANNABIS AVAILABLE,44406,628242200998,AURORA CANNABIS ENTERPRISES (VANCOU,WHISTLER CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,ORGANIC BLUEBERRY LAMBSBREAD,130 - 190 mg/g,.0003 - 10 mg/g,3.5,g,35.56,12,426.72, 
,CANNABIS AVAILABLE,44407,629108284145,AURORA CANNABIS ENTERPRISES (VANCOU,DRIFT,DRIED FLOWER,WHOLE BUD/FLOWER,CYBER FUEL OG,200 - 260 mg/g,.0003 - 10 mg/g,3.5,g,19.20,12,230.4, 
,CANNABIS AVAILABLE,44408,629108286149,AURORA CANNABIS ENTERPRISES (VANCOU,DRIFT,DRIED FLOWER,WHOLE BUD/FLOWER,ALIEN CAKE 3030,200 - 260 mg/g,.0003 - 10 mg/g,3.5,g,19.20,12,230.4, 
,CANNABIS AVAILABLE,44409,629108288143,AURORA CANNABIS ENTERPRISES (VANCOU,DRIFT,DRIED FLOWER,WHOLE BUD/FLOWER,LEMON MECH OG,200 - 260 mg/g,.0003 - 10 mg/g,3.5,g,19.20,12,230.4, 
,CANNABIS AVAILABLE,44410,628582001767,AURORA CANNABIS ENTERPRISES (VANCOU,SAN RAFAEL '71,DRIED FLOWER,WHOLE BUD/FLOWER,DRIFTWOOD DIESEL,210 - 270 mg/g,.0003 - 10 mg/g,3.5,g,20.94,12,251.28, 
,CANNABIS AVAILABLE,44412,629108281144,AURORA CANNABIS ENTERPRISES (VANCOU,DRIFT,DRIED FLOWER,PRE-ROLLED,ALIEN CAKE 3030 PR7X0.5G,180 - 250 mg/g,.0003 - 10 mg/g,3.5,g,21.02,12,252.24, 
,CANNABIS AVAILABLE,44413,629108283148,AURORA CANNABIS ENTERPRISES (VANCOU,DRIFT,DRIED FLOWER,PRE-ROLLED,LEMON MECH OG PR7X0.5G,180 - 230 mg/g,.0003 - 10 mg/g,3.5,g,21.02,12,252.24, 
,CANNABIS AVAILABLE,44422,628176705590,JOI BOTANICALS,JOI BOTANCIALS,DRIED FLOWER,WHOLE BUD/FLOWER,GRAPE CAKE 7G DRIED FLOWER,200 - 260 mg/g,.0001 - 20 mg/g,7,g,47.69,12,572.28, 
,CANNABIS AVAILABLE,44423,628176705613,JOI BOTANICALS,JOI BOTANCIALS,DRIED FLOWER,WHOLE BUD/FLOWER,GRAPE CAKE 28G DRIED FLOWER,200 - 260 mg/g,0 - 20 mg/g,28,g,151.51,4,606.04, 
,CANNABIS AVAILABLE,44463,671697352576,VIRIDIS NATURAL HEALTH PRODUCTS,VIRIDIS,DRIED FLOWER,PRE-ROLLED,CALI OG HAZE PR5X0.5G,220 - 300 mg/g,.0004 - 10 mg/g,2.5,g,21.12,25,528, 
,CANNABIS AVAILABLE,44464,671697353078,VIRIDIS NATURAL HEALTH PRODUCTS,VIRIDIS,DRIED FLOWER,PRE-ROLLED,CALI OG HAZE PR3X1G,220 - 300 mg/g,.0003 - 10 mg/g,3,g,30.25,25,756.25, 
,CANNABIS AVAILABLE,44466,671697500175,VIRIDIS NATURAL HEALTH PRODUCTS,VIRIDIS,DRIED FLOWER,PRE-ROLLED,VIRIDIS VINTAGE PR20X0.5G,120 - 200 mg/g,.0001 - 15 mg/g,10,g,53.96,12,647.52, 
,CANNABIS AVAILABLE,44468,671697152572,VIRIDIS NATURAL HEALTH PRODUCTS,VIRIDIS,DRIED FLOWER,PRE-ROLLED,GSC PR5X0.5G,220 - 250 mg/g,.0004 - 15 mg/g,2.5,g,21.12,25,528, 
,CANNABIS CBD AVAILABLE,44470,671697502391,VIRIDIS NATURAL HEALTH PRODUCTS,VIRIDIS,TOPICAL PRODUCTS,BALMS/CREAMS,MOVEMINT TOPICAL,.001 - 20 mg/unit,190 - 220 mg/unit,60,g,32.86,12,394.32, 
,CANNABIS AVAILABLE,44543,628176844411,WEST ISLAND CULTURE,TOP UP,DRIED FLOWER,WHOLE BUD/FLOWER,CLEMENTINE,220 - 280 mg/g,.0005 - 10 mg/g,2,g,12.99,24,311.76, 
,CANNABIS AVAILABLE,44544,628176844404,WEST ISLAND CULTURE,TOP UP,DRIED FLOWER,WHOLE BUD/FLOWER,SUPER STASH,240 - 300 mg/g,.0005 - 10 mg/g,2,g,12.99,24,311.76, 
,CANNABIS CBD AVAILABLE,44545,628110792839,CHOKLAT INC,PHAT420,EDIBLES-BEVERAGES DRIED,MIXES (DRY),CBD INFUSED SUGAR 20X5G,.001 - .001 mg/unit,30 - 30 mg/unit,100,g,14.93,24,358.32, 
,CANNABIS AVAILABLE,44565,00843686000199,STIGMA GROW,STIGMA GROW,EXTRACTS INGESTED,INFUSED EDIBLE OILS,PHOENIX TEARS,550 - 610 mg/unit,150 - 200 mg/unit,1,g,25.15,12,301.8, 
,CANNABIS AVAILABLE,44566,843686053010,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,SOUR DIESEL MOON ROCKET PR1X2G,380 - 460 mg/unit,.001 - 8 mg/unit,2,g,25.56,8,204.48, 
,CANNABIS AVAILABLE,44567,843686053027,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,GREEN MONEY MOON ROCKET PR1X2G,380 - 460 mg/unit,.001 - 8 mg/unit,2,g,25.56,8,204.48, 
,CANNABIS AVAILABLE,44569,843686053034,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,OH SHATTER INFUSED PR3X0.5G,360 - 420 mg/unit,.001 - 6 mg/unit,1.5,g,21.96,12,263.52, 
,CANNABIS AVAILABLE,44570,843686053041,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,H SHATTER INFUSED PR3X0.5G,360 - 420 mg/unit,.001 - 6 mg/unit,1.5,g,21.96,12,263.52, 
,CANNABIS AVAILABLE,44571,843686000137,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED MILLED FLOWER,GRAPE APE INFUSED 2G,380 - 440 mg/unit,.001 - 8 mg/unit,2,g,20.49,12,245.88, 
,CANNABIS AVAILABLE,44573,843686000144,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED MILLED FLOWER,BLUEBERRY INFUSED 2G,380 - 440 mg/unit,.001 - 8 mg/unit,2,g,20.49,12,245.88, 
,CANNABIS AVAILABLE,44574,843686000151,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED MILLED FLOWER,LIMONCELLO INFUSED 2G,380 - 440 mg/unit,.001 - 8 mg/unit,2,g,20.49,12,245.88, 
,CANNABIS AVAILABLE,44575,843686000168,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED MILLED FLOWER,PINEAPPLE INFUSED 2G,380 - 440 mg/unit,.001 - 8 mg/unit,2,g,20.49,12,245.88, 
,CANNABIS AVAILABLE,44576,843686000175,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED MILLED FLOWER,DIESEL KUSH INFUSED 2G,380 - 440 mg/unit,.001 - 8 mg/unit,2,g,20.49,12,245.88, 
,CANNABIS AVAILABLE,44577,843686000182,STIGMA GROW,DAB BODS,EXTRACTS INHALED,FORTIFIED MILLED FLOWER,OG LIME KILLER INFUSED 2G,380 - 440 mg/unit,.001 - 8 mg/unit,2,g,20.49,12,245.88, 
,CANNABIS AVAILABLE,44579,843686000007,STIGMA GROW,DAB BODS,VAPE,CARTRIDGE 510,OG LIME KILLER LIVE RESIN 0.5G,340 - 460 mg/unit,.001 - 4 mg/unit,0.5,g,25.56,12,306.72, 
,CANNABIS AVAILABLE,44582,843686000014,STIGMA GROW,DAB BODS,VAPE,CARTRIDGE 510,GRAPE APE LIVE RESIN 0.5G,340 - 460 mg/unit,.001 - 4 mg/unit,0.5,g,25.56,12,306.72, 
,CANNABIS AVAILABLE,44583,843686000021,STIGMA GROW,DAB BODS,VAPE,CARTRIDGE 510,OG LIME KILLER LIVE RESIN 1G,900 - 900 mg/unit,.001 - 4 mg/unit,1,g,36.79,12,441.48, 
,CANNABIS AVAILABLE,44584,843686000038,STIGMA GROW,DAB BODS,VAPE,CARTRIDGE 510,GRAPE APE LIVE RESIN 1G,900 - 900 mg/unit,.001 - 4 mg/unit,1,g,36.79,12,441.48, 
,CANNABIS AVAILABLE,44585,843686000045,STIGMA GROW,DAB BODS,VAPE,CARTRIDGE 510,ORANGE HILL FSE SHATTER 1G,900 - 900 mg/unit,.001 - 4 mg/unit,1,g,29.16,12,349.92, 
,CANNABIS AVAILABLE,44586,843686000052,STIGMA GROW,DAB BODS,VAPE,CARTRIDGE 510,HAWAIIAN FSE SHATTER 1G,900 - 900 mg/unit,.001 - 4 mg/unit,1,g,29.16,12,349.92, 
,CANNABIS AVAILABLE,44587,843686000076,STIGMA GROW,BLACK NGL,VAPE,CARTRIDGE 510,GEORGIA PEACH LIVE RESIN 1G,900 - 900 mg/unit,.001 - 4 mg/unit,1,g,38.97,12,467.64, 
,CANNABIS AVAILABLE,44591,843686000106,STIGMA GROW,WHITE NGL,VAPE,CARTRIDGE 510,BUBBA KUSH LIVE RESIN 1G,900 - 900 mg/unit,.001 - 4 mg/unit,1,g,38.97,12,467.64, 
,CANNABIS AVAILABLE,44592,843686000113,STIGMA GROW,BLACK NGL,VAPE,CARTRIDGE 510,STRAWBERRYFREEZE LIVE RESIN 1G,900 - 900 mg/unit,.001 - 4 mg/unit,1,g,38.97,12,467.64, 
,CANNABIS AVAILABLE,44593,843686000120,STIGMA GROW,WHITE NGL,VAPE,CARTRIDGE 510,TANGERINE SKY LIVE RESIN 1G,900 - 900 mg/unit,.001 - 4 mg/unit,1,g,38.97,12,467.64, 
,CANNABIS CBD AVAILABLE,44594,843686053775,STIGMA GROW,DAB BODS,VAPE,CARTRIDGE 510,PEPPERMINT TWIST CBD VAPE 1G,2 - 40 mg/unit,560 - 760 mg/unit,1,g,24.31,12,291.72, 
,CANNABIS AVAILABLE,44650,675136001247,CANNA FARMS LTD,CANNA FARMS,EXTRACTS INHALED,KIEF,B.C. KIEF,300 - 400 mg/unit,.001 - 15 mg/unit,1,g,14.82,12,177.84, 
,CANNABIS AVAILABLE,44651,675136001162,CANNA FARMS LTD,CANNA FARMS,EXTRACTS INHALED,BUBBLE HASH,B.C. BUBBLE HASH,400 - 500 mg/unit,.001 - 15 mg/unit,1,g,22.84,12,274.08, 
,CANNABIS AVAILABLE,44652,675136001520,CANNA FARMS LTD,CANNA FARMS,EXTRACTS INHALED,ROSIN,B.C. HASH ROSIN,150 - 200 mg/unit,.001 - 7.5 mg/unit,0.5,g,22.56,12,270.72, 
,CANNABIS AVAILABLE,44653,675136001001,CANNA FARMS LTD,CANNA FARMS,EXTRACTS INHALED,LIVE ROSIN,B.C. LIVE ROSIN,150 - 200 mg/unit,.001 - 7.5 mg/unit,0.5,g,25.18,12,302.16, 
,CANNABIS AVAILABLE,44657,628242321068,APHRIA INC,BROKEN COAST,DRIED FLOWER,WHOLE BUD/FLOWER,PINK KUSH 28G,170 - 230 mg/g,0 - 20 mg/g,28,g,143.00,2,286, 
,CANNABIS AVAILABLE,44724,842650000982,BZAM MANAGEMENT INC,BZAM,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,FRESH SQUEEZED OG JET PACK,340 - 400 mg/unit,.001 - 10 mg/unit,1,g,11.54,12,138.48, 
,CANNABIS AVAILABLE,44730,842650000890,BZAM MANAGEMENT INC,BZAM,EXTRACTS INHALED,FORTIFIED PRE-ROLLED,LA SODA JET PACK,680 - 800 mg/unit,.001 - 20 mg/unit,2,g,21.12,12,253.44, 
,CANNABIS AVAILABLE,44732,842650001286,BZAM MANAGEMENT INC,-NESS,DRIED FLOWER,WHOLE BUD/FLOWER,RED EYE OG,240 - 300 mg/g,.0001 - 10 mg/g,7,g,37.81,12,453.72, 
,CANNABIS AVAILABLE,44743,841432013257,PEACE NATURALS INC,SPINACH,VAPE,CARTRIDGE 510,SPINACH FEELZ -TROPICAL DIESEL,670 - 730 mg/unit,.001 - 100 mg/unit,1,g,30.24,12,362.88, 
,CANNABIS AVAILABLE,44749,688083006043,CANOPY GROWTH CORPORATION,DOJA,DRIED FLOWER,WHOLE BUD/FLOWER,DOJA OKANAGAN GROWN DRIED KUSH,220 - 280 mg/g,.0003 - 1 mg/g,3.5,g,24.53,12,294.36, 
,CANNABIS AVAILABLE,44773,842572004204,CANNMART INC,RILAXE,EDIBLES-CANDY/CHOCOLATE/CONFEC,DRIED FRUIT,CANNA BANANA 4X0.5G,10 - 10 mg/unit,.001 - .001 mg/unit,2,g,3.62,12,43.44, 
,CANNABIS AVAILABLE,44774,842572004198,CANNMART INC,RILAXE,EDIBLES-CANDY/CHOCOLATE/CONFEC,DRIED FRUIT,VERY CHERRY 4X0.63G,10 - 10 mg/unit,.001 - .001 mg/unit,2.5,g,3.62,12,43.44, 
,CANNABIS AVAILABLE,44775,842572004181,CANNMART INC,RILAXE,EDIBLES-CANDY/CHOCOLATE/CONFEC,DRIED FRUIT,MANGO TANGO,10 - 10 mg/unit,.001 - .001 mg/unit,6,g,3.62,12,43.44, 
,CANNABIS AVAILABLE,44777,842572004211,CANNMART INC,RILAXE,EDIBLES-CANDY/CHOCOLATE/CONFEC,DRIED FRUIT,GOLDEN APRICOT 2X3.5G,10 - 10 mg/unit,.001 - .001 mg/unit,7,g,3.62,12,43.44, 
,CANNABIS AVAILABLE,44785,848876001581,MOTIF LABS,PAPA'S HERB,VAPE,CARTRIDGE 510,SATIVA - FRUIT PUNCH,830 - 880 mg/unit,.001 - 20 mg/unit,1,g,24.86,12,298.32, 
,CANNABIS AVAILABLE,44786,848876001598,MOTIF LABS,PAPA'S HERB,VAPE,CARTRIDGE 510,HYBRID - BLUEBERRY ZLUSH,830 - 880 mg/unit,.001 - 20 mg/unit,1,g,24.86,12,298.32, 
,CANNABIS AVAILABLE,44787,848876001604,MOTIF LABS,PAPA'S HERB,VAPE,CARTRIDGE 510,INDICA - WATERMELON Z,830 - 880 mg/unit,.001 - 20 mg/unit,1,g,24.86,12,298.32, 
,CANNABIS AVAILABLE,44795,684945000549,WPCP LTD,KUSH KRAFT,EXTRACTS INHALED,HASH,TEMPLE BALL,580 - 612.8 mg/unit,.001 - 20 mg/unit,1,g,37.71,12,452.52, 
,CANNABIS AVAILABLE,44805,628634531099,WESTERN CANNABIS,WESTERN CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,SATIVA FLOWER 3.5G,250 - 300 mg/g,.0003 - 50 mg/g,3.5,g,25.75,12,309, 
,CANNABIS AVAILABLE,44809,628634531877,WESTERN CANNABIS,WESTERN CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,SATIVA FLOWER 3.5G,220 - 270 mg/g,.0003 - 50 mg/g,3.5,g,25.75,12,309, 
,CANNABIS AVAILABLE,44811,628634531433,WESTERN CANNABIS,MIDS,DRIED FLOWER,WHOLE BUD/FLOWER,HYBRID FLOWER 3.5G,200 - 250 mg/g,.0003 - 50 mg/g,3.5,g,16.00,12,192, 
,CANNABIS AVAILABLE,44821,842833040149,JC GREEN CANNABIS INC,JONNY ECONOMY,VAPE,CARTRIDGE 510,BLUEBERRY KISH 1G VAPE CART,850 - 910 mg/unit,.001 - 50 mg/unit,1,g,34.14,12,409.68, 
,CANNABIS AVAILABLE,44822,842833040156,JC GREEN CANNABIS INC,JONNY ECONOMY,VAPE,CARTRIDGE 510,CHERRY BOMB 1G VAPE CART,850 - 910 mg/unit,.001 - 50 mg/unit,1,g,34.14,12,409.68, 
,CANNABIS CBD AVAILABLE,44823,800447001710,INDIVA INC,INDIVA,EXTRACTS INGESTED,GEL CAPS,CBD SOFTGELS 0.329X15,.001 - 1 mg/unit,7 - 8 mg/unit,4.94,ml,9.01,12,108.12,THC CBD CHANGE
,CANNABIS AVAILABLE,44838,628678936003,HYBRID INFUSIONS LTD,VIRTUE CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,GALACTIC GLUE 28G,250 - 310 mg/g,0 - 20 mg/g,28,g,146.15,4,584.6, 
,CANNABIS AVAILABLE,44839,628678936171,HYBRID INFUSIONS LTD,VIRTUE CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,GALACTIC GLUE 14G,250 - 310 mg/g,.0001 - 20 mg/g,14,g,76.92,6,461.52, 
,CANNABIS AVAILABLE,44840,628678936195,HYBRID INFUSIONS LTD,VIRTUE CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,GALACTIC GLUE 3.5G,250 - 310 mg/g,.0003 - 20 mg/g,3.5,g,26.92,12,323.04, 
,CANNABIS AVAILABLE,44883,688318001713,RUBICON HOLDINGS CORP,SIMPLY BARE,DRIED FLOWER,PRE-ROLLED,BC ORGANIC WHITE RUTZ PR3X0.5G,200 - 260 mg/g,.0007 - 10 mg/g,1.5,g,16.66,24,399.84, 
,CANNABIS AVAILABLE,44898,628634495162,UPRYZE CANNABIS LTD,UPRYZE,DRIED FLOWER,PRE-ROLLED,INDICA PR3X0.35G,190 - 230 mg/g,10 - 50 mg/g,1.05,g,8.00,24,192, 
,CANNABIS AVAILABLE,44901,628634495193,UPRYZE CANNABIS LTD,UPRYZE,DRIED FLOWER,PRE-ROLLED,HYBRID PR3X0.35G,200 - 250 mg/g,10 - 50 mg/g,1.05,g,8.35,24,200.4, 
,CANNABIS CBD AVAILABLE,44911,851653000486,OLLI BRANDS INC.,OLLI,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,STRAWBERRY JAM CBD FRUIT CHEWS,10 - 10 mg/unit,50 - 50 mg/unit,100,g,12.61,12,151.32, 
,CANNABIS AVAILABLE,44918,684945000877,WPCP LTD,KUSH KRAFT,DRIED FLOWER,PRE-ROLLED,DAY N' NITE PR10X0.35G,190 - 280 mg/g,7 - 11 mg/g,3.5,g,24.61,20,492.2, 
,CANNABIS CBD AVAILABLE,44922,879282000080,DITEBA LABORATORIES INC,FIELD TRIP,EDIBLES-BEVERAGES LIQUID,BOOST/SHOTS (LIQ),ACAI RETREAT,2 - 2 mg/unit,20 - 20 mg/unit,60,ml,5.39,12,64.68, 
,CANNABIS AVAILABLE,44925,879282000974,DITEBA LABORATORIES INC,FIELD TRIP,EDIBLES-BEVERAGES LIQUID,BOOST/SHOTS (LIQ),GOJI SUMMIT,10 - 10 mg/unit,5 - 5 mg/unit,60,ml,5.48,12,65.76, 
,CANNABIS AVAILABLE,44926,879282000059,DITEBA LABORATORIES INC,FIELD TRIP,EDIBLES-BEVERAGES LIQUID,BOOST/SHOTS (LIQ),GO: SLUMBER,1 - 1 mg/unit,.001 - .001 mg/unit,60,ml,5.38,12,64.56, 
,CANNABIS AVAILABLE,44927,879282000264,DITEBA LABORATORIES INC,IMPROMPTU,EDIBLES-BEVERAGES LIQUID,TEA (LIQ),1:1 BLUEMAJIK LEMONADEKOMBUCHA,5 - 5 mg/unit,5 - 5 mg/unit,330,ml,5.44,12,65.28, 
,CANNABIS CBD AVAILABLE,44928,879282000066,DITEBA LABORATORIES INC,IMPROMPTU,EDIBLES-BEVERAGES LIQUID,TEA (LIQ),CBD GOJI GRAPEFRUIT KOMBUCHA,2 - 2 mg/unit,10 - 10 mg/unit,330,ml,5.39,12,64.68, 
,CANNABIS AVAILABLE,44933,879282000271,DITEBA LABORATORIES INC,IMPROMPTU,EDIBLES-BEVERAGES LIQUID,SODAS (LIQ),THC BOTANICAL COLA,10 - 10 mg/unit,1 - 1 mg/unit,330,ml,5.19,12,62.28, 
,CANNABIS AVAILABLE,44938,879282000257,DITEBA LABORATORIES INC,IMPROMPTU,EDIBLES-BEVERAGES LIQUID,TEA (LIQ),THC MANGO KOMBUCHA,10 - 10 mg/unit,1 - 1 mg/unit,330,ml,5.48,12,65.76, 
,CANNABIS AVAILABLE,44939,628176701158,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,WHOLE BUD/FLOWER,SUNRISE (GC),57.1429 - 68.5714 mg/g,.0003 - 30 mg/g,3.5,g,25.75,12,309, 
,CANNABIS AVAILABLE,44941,628176702117,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,WHOLE BUD/FLOWER,GOLDEN SAND CASTLES,62.8571 - 77.1429 mg/g,.0003 - 30 mg/g,3.5,g,25.75,12,309, 
,CANNABIS AVAILABLE,44943,628176701929,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,WHOLE BUD/FLOWER,TYPHOON BERRIES FLOWER,210 - 250 mg/g,.0003 - 30 mg/g,3.5,g,25.75,12,309, 
,CANNABIS AVAILABLE,44945,628176702605,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,WHOLE BUD/FLOWER,BANANA PUNCH FLOWER,200 - 240 mg/g,.0003 - 30 mg/g,3.5,g,25.75,12,309, 
,CANNABIS CBD AVAILABLE,44950,628176701288,PALM GARDENS LTD,LET'S BE BUDS,DRIED FLOWER,WHOLE BUD/FLOWER,LIVIN' SATIVA LOCA,12 - 15.3333 mg/g,.0001 - 30 mg/g,15,g,67.85,6,407.1, 
,CANNABIS CBD AVAILABLE,44952,628176702285,PALM GARDENS LTD,LET'S BE BUDS,DRIED FLOWER,WHOLE BUD/FLOWER,IN-DA COUCH,12 - 15.3333 mg/g,.0001 - 30 mg/g,15,g,67.85,6,407.1, 
,CANNABIS AVAILABLE,44954,628176701240,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,PRE-ROLLED,SUNRISE (GC) PR3X0.5G,133.3333 - 160 mg/g,.0007 - 30 mg/g,1.5,g,14.31,12,171.72, 
,CANNABIS AVAILABLE,44955,628176702209,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,PRE-ROLLED,GOLDEN SAND CASTLES PR3X0.5G,146.6667 - 180 mg/g,.0007 - 30 mg/g,1.5,g,14.31,12,171.72, 
,CANNABIS AVAILABLE,44956,628176701202,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,PRE-ROLLED,TYPHOON BERRIES PR3X0.5G,140 - 166.6667 mg/g,.0007 - 30 mg/g,1.5,g,14.31,12,171.72, 
,CANNABIS AVAILABLE,44957,628176701721,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,PRE-ROLLED,DAYDREAM (GG4) PR3X0.5G,133.3333 - 166.6667 mg/g,.0007 - 30 mg/g,1.5,g,14.31,12,171.72, 
,CANNABIS AVAILABLE,44958,628176702698,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,PRE-ROLLED,BANANA PUNCH PR3X0.5G,133.3333 - 160 mg/g,.0007 - 30 mg/g,1.5,g,14.31,12,171.72, 
,CANNABIS AVAILABLE,44959,628176701196,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,PRE-ROLLED,TYPHOON BERRIES PR7X0.5G,210 - 250 mg/g,.0003 - 30 mg/g,3.5,g,28.09,6,168.54, 
,CANNABIS AVAILABLE,44960,628176701318,PALM GARDENS LTD,PALM GARDENS,DRIED FLOWER,PRE-ROLLED,BANANA PUNCH PR7X0.5G,200 - 240 mg/g,.0003 - 30 mg/g,3.5,g,28.09,6,168.54, 
,CANNABIS AVAILABLE,44961,685690900184,FREEDOM CANNABIS INC,GRUMP WEED,DRIED FLOWER,WHOLE BUD/FLOWER,ICE CREAM CAKE,200 - 260 mg/g,1 - 10 mg/g,14,g,76.85,6,461.1, 
,CANNABIS AVAILABLE,44962,685690200109,FREEDOM CANNABIS INC,FREEDOM CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,FREEDOM RESERVE,300 - 360 mg/g,.0003 - 10 mg/g,3.5,g,31.05,24,745.2, 
,CANNABIS AVAILABLE,44963,685690900191,FREEDOM CANNABIS INC,GRUMP WEED,DRIED FLOWER,PRE-ROLLED,ICE CREAM CAKE PR10X0.3G,200 - 260 mg/g,1 - 10 mg/g,3,g,25.34,12,304.08, 
,CANNABIS AVAILABLE,44964,685690150046,FREEDOM CANNABIS INC,FREEDOM CANNABIS,DRIED FLOWER,PRE-ROLLED,FREEDOM RESERVE PR3X0.5G,270 - 360 mg/g,1 - 10 mg/g,1.5,g,13.53,24,324.72, 
,CANNABIS AVAILABLE,44969,842650001149,BZAM MANAGEMENT INC,BZAM,VAPE,CARTRIDGE 510,SPACE GUAVA 1G VAPE CART,820 - 880 mg/unit,.001 - 10 mg/unit,1,g,25.71,12,308.52, 
,CANNABIS AVAILABLE,44970,842650001194,BZAM MANAGEMENT INC,-NESS,VAPE,CARTRIDGE 510,JACKFRUIT X KEY LIME TWIN PACK,820 - 880 mg/unit,.001 - 10 mg/unit,1,g,25.71,12,308.52, 
,CANNABIS AVAILABLE,44972,842650001316,BZAM MANAGEMENT INC,-NESS,VAPE,CARTRIDGE 510,JUICE JAR 1G VAPE CART,820 - 880 mg/unit,.001 - 10 mg/unit,1,g,25.71,12,308.52, 
,CANNABIS AVAILABLE,44973,842650001293,BZAM MANAGEMENT INC,-NESS,DRIED FLOWER,WHOLE BUD/FLOWER,RAINMAKER 7G,200 - 260 mg/g,.0001 - 10 mg/g,7,g,37.81,12,453.72, 
,CANNABIS AVAILABLE,44974,628242901321,WE GROW BC LTD,BLENDCRAFT BY QWEST,DRIED FLOWER,MILLED/BLENDED,BLENDCRAFT MILLED FLOWER 7G,230 - 280 mg/g,.0001 - 10 mg/g,7,g,29.99,12,359.88, 
,CANNABIS AVAILABLE,45014,628176417295,BOLD GROWTH INC,BOLD,EXTRACTS INHALED,THCA ISOLATE,THCA DIAMOND DUST,861 - 861 mg/unit,.001 - .001 mg/unit,1,g,42.75,6,256.5, 
,CANNABIS CBD AVAILABLE,45048,628582002016,AURORA CANNABIS ENTERPRISES (VANCOU,SAN RAFAEL '71,EXTRACTS INHALED,HASH,GREAT WHITE SHARK HASH,140 - 200 mg/unit,300 - 420 mg/unit,2,g,20.33,6,121.98, 
,CANNABIS AVAILABLE,45049,628582002009,AURORA CANNABIS ENTERPRISES (VANCOU,SAN RAFAEL '71,EXTRACTS INHALED,HASH,PINK KUSH HASH,600 - 760 mg/unit,.001 - 10 mg/unit,2,g,24.91,6,149.46, 
,CANNABIS AVAILABLE,45050,629108291143,AURORA CANNABIS ENTERPRISES (VANCOU,DAILY SPECIAL,EXTRACTS INHALED,HASH,MK ULTRA HASH,600 - 760 mg/unit,.001 - 10 mg/unit,2,g,24.35,6,146.1, 
,CANNABIS AVAILABLE,45051,629108290146,AURORA CANNABIS ENTERPRISES (VANCOU,DAILY SPECIAL,EXTRACTS INHALED,HASH,LEMON HAZE HASH,560 - 720 mg/unit,.001 - 10 mg/unit,2,g,24.02,6,144.12, 
,CANNABIS AVAILABLE,45055,628582001934,AURORA CANNABIS ENTERPRISES (VANCOU,SAN RAFAEL '71,DRIED FLOWER,WHOLE BUD/FLOWER,SOURDOUGH 3.5G,230 - 290 mg/g,.0003 - 10 mg/g,3.5,g,20.94,12,251.28, 
,CANNABIS AVAILABLE,45056,629108297145,AURORA CANNABIS ENTERPRISES (VANCOU,DAILY SPECIAL,DRIED FLOWER,WHOLE BUD/FLOWER,GASBERRY PIE 3.5G,200 - 260 mg/g,.0003 - 10 mg/g,3.5,g,21.02,12,252.24, 
